provincia,sector,periodo,total
"Palmas, Las",Servicios,2021-04-01,71.5
"Palmas, Las",Servicios,2021-01-01,72.1
"Palmas, Las",Servicios,2020-10-01,75.7
"Palmas, Las",Servicios,2020-07-01,77.2
"Palmas, Las",Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2025-10-01,7.3
"Palmas, Las",Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2025-07-01,7.2
"Palmas, Las",Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2025-04-01,7.3
"Palmas, Las",Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2025-01-01,8.7
"Palmas, Las",Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2024-10-01,6.8
"Palmas, Las",Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2024-07-01,8.7
"Palmas, Las",Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2024-04-01,7.1
"Palmas, Las",Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2024-01-01,9.0
"Palmas, Las",Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2023-10-01,8.1
"Palmas, Las",Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2023-07-01,8.0
"Palmas, Las",Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2023-04-01,8.4
"Palmas, Las",Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2023-01-01,8.5
"Palmas, Las",Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2022-10-01,8.0
"Palmas, Las",Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2022-07-01,10.4
"Palmas, Las",Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2022-04-01,11.7
"Palmas, Las",Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2022-01-01,13.7
"Palmas, Las",Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2021-10-01,12.9
"Palmas, Las",Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2021-07-01,15.8
"Palmas, Las",Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2021-04-01,15.8
"Palmas, Las",Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2021-01-01,14.7
"Palmas, Las",Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2020-10-01,12.2
"Palmas, Las",Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2020-07-01,11.0
Pontevedra,Servicios,2025-10-01,67.7
Pontevedra,Servicios,2025-07-01,69.2
Pontevedra,Servicios,2025-04-01,65.4
Pontevedra,Servicios,2025-01-01,66.8
Pontevedra,Servicios,2024-10-01,65.9
Pontevedra,Servicios,2024-07-01,64.8
Pontevedra,Servicios,2024-04-01,65.7
Pontevedra,Servicios,2024-01-01,63.8
Pontevedra,Servicios,2023-10-01,65.3
Pontevedra,Servicios,2023-07-01,65.8
Pontevedra,Servicios,2023-04-01,67.0
Pontevedra,Servicios,2023-01-01,66.7
Pontevedra,Servicios,2022-10-01,66.3
Pontevedra,Servicios,2022-07-01,65.8
Pontevedra,Servicios,2022-04-01,65.0
Pontevedra,Servicios,2022-01-01,64.6
Pontevedra,Servicios,2021-10-01,63.4
Pontevedra,Servicios,2021-07-01,64.0
Pontevedra,Servicios,2021-04-01,62.5
Pontevedra,Servicios,2021-01-01,62.2
Pontevedra,Servicios,2020-10-01,64.0
Pontevedra,Servicios,2020-07-01,62.9
Pontevedra,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2025-10-01,3.9
Pontevedra,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2025-07-01,4.5
Pontevedra,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2025-04-01,5.1
Pontevedra,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2025-01-01,4.3
Pontevedra,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2024-10-01,5.5
Pontevedra,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2024-07-01,5.2
Pontevedra,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2024-04-01,5.7
Pontevedra,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2024-01-01,6.6
Pontevedra,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2023-10-01,5.7
Pontevedra,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2023-07-01,5.9
Pontevedra,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2023-04-01,4.6
Pontevedra,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2023-01-01,5.3
Pontevedra,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2022-10-01,5.7
Pontevedra,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2022-07-01,5.9
Pontevedra,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2022-04-01,6.3
Pontevedra,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2022-01-01,6.6
Pontevedra,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2021-10-01,6.9
Pontevedra,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2021-07-01,7.0
Pontevedra,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2021-04-01,8.2
Pontevedra,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2021-01-01,7.8
Pontevedra,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2020-10-01,6.8
Pontevedra,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2020-07-01,7.1
"Rioja, La",Servicios,2025-10-01,60.6
"Rioja, La",Servicios,2025-07-01,58.3
"Rioja, La",Servicios,2025-04-01,57.7
"Rioja, La",Servicios,2025-01-01,58.7
"Rioja, La",Servicios,2024-10-01,58.2
"Rioja, La",Servicios,2024-07-01,56.6
"Rioja, La",Servicios,2024-04-01,56.9
"Rioja, La",Servicios,2024-01-01,58.3
"Rioja, La",Servicios,2023-10-01,56.6
"Rioja, La",Servicios,2023-07-01,57.4
"Rioja, La",Servicios,2023-04-01,56.4
"Rioja, La",Servicios,2023-01-01,55.9
"Rioja, La",Servicios,2022-10-01,56.3
"Rioja, La",Servicios,2022-07-01,56.0
"Rioja, La",Servicios,2022-04-01,56.4
"Rioja, La",Servicios,2022-01-01,56.5
"Rioja, La",Servicios,2021-10-01,57.7
"Rioja, La",Servicios,2021-07-01,57.1
"Rioja, La",Servicios,2021-04-01,57.4
"Rioja, La",Servicios,2021-01-01,59.7
"Rioja, La",Servicios,2020-10-01,59.7
"Rioja, La",Servicios,2020-07-01,60.6
"Rioja, La",Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2025-10-01,3.4
"Rioja, La",Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2025-07-01,3.5
"Rioja, La",Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2025-04-01,3.2
"Rioja, La",Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2025-01-01,3.1
"Rioja, La",Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2024-10-01,4.1
"Rioja, La",Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2024-07-01,5.1
"Rioja, La",Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2024-04-01,4.0
"Rioja, La",Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2024-01-01,4.0
"Rioja, La",Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2023-10-01,3.6
"Rioja, La",Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2023-07-01,3.9
"Rioja, La",Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2023-04-01,3.2
"Rioja, La",Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2023-01-01,4.2
"Rioja, La",Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2022-10-01,3.6
"Rioja, La",Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2022-07-01,3.3
"Rioja, La",Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2022-04-01,4.6
"Rioja, La",Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2022-01-01,4.6
"Rioja, La",Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2021-10-01,5.5
"Rioja, La",Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2021-07-01,5.8
"Rioja, La",Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2021-04-01,6.1
"Rioja, La",Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2021-01-01,4.2
"Rioja, La",Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2020-10-01,4.1
"Rioja, La",Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2020-07-01,4.5
Salamanca,Servicios,2025-10-01,74.1
Salamanca,Servicios,2025-07-01,73.2
Salamanca,Servicios,2025-04-01,72.9
Salamanca,Servicios,2025-01-01,75.1
Salamanca,Servicios,2024-10-01,73.3
Salamanca,Servicios,2024-07-01,72.9
Salamanca,Servicios,2024-04-01,72.8
Salamanca,Servicios,2024-01-01,71.9
Salamanca,Servicios,2023-10-01,73.4
Salamanca,Servicios,2023-07-01,71.0
Salamanca,Servicios,2023-04-01,71.4
Salamanca,Servicios,2023-01-01,73.8
Salamanca,Servicios,2022-10-01,72.2
Salamanca,Servicios,2022-07-01,72.3
Salamanca,Servicios,2022-04-01,70.3
Salamanca,Servicios,2022-01-01,69.2
Salamanca,Servicios,2021-10-01,69.7
Salamanca,Servicios,2021-07-01,70.3
Salamanca,Servicios,2021-04-01,68.2
Salamanca,Servicios,2021-01-01,67.5
Salamanca,Servicios,2020-10-01,70.3
Salamanca,Servicios,2020-07-01,71.5
Salamanca,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2025-10-01,4.9
Salamanca,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2025-07-01,4.3
Salamanca,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2025-04-01,4.3
Salamanca,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2025-01-01,2.7
Salamanca,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2024-10-01,6.0
Salamanca,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2024-07-01,6.6
Salamanca,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2024-04-01,5.2
Salamanca,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2024-01-01,5.8
Salamanca,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2023-10-01,5.3
Salamanca,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2023-07-01,7.0
Salamanca,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2023-04-01,5.7
Salamanca,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2023-01-01,5.6
Salamanca,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2022-10-01,6.3
Salamanca,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2022-07-01,5.0
Salamanca,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2022-04-01,5.7
Salamanca,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2022-01-01,6.1
Salamanca,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2021-10-01,6.1
Salamanca,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2021-07-01,7.8
Salamanca,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2021-04-01,8.1
Salamanca,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2021-01-01,9.5
Salamanca,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2020-10-01,8.5
Salamanca,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2020-07-01,5.3
Santa Cruz de Tenerife,Servicios,2025-10-01,81.8
Santa Cruz de Tenerife,Servicios,2025-07-01,80.6
Santa Cruz de Tenerife,Servicios,2025-04-01,82.2
Santa Cruz de Tenerife,Servicios,2025-01-01,81.0
Santa Cruz de Tenerife,Servicios,2024-10-01,81.8
Santa Cruz de Tenerife,Servicios,2024-07-01,80.1
Santa Cruz de Tenerife,Servicios,2024-04-01,78.7
Santa Cruz de Tenerife,Servicios,2024-01-01,80.0
Santa Cruz de Tenerife,Servicios,2023-10-01,78.3
Santa Cruz de Tenerife,Servicios,2023-07-01,78.3
Santa Cruz de Tenerife,Servicios,2023-04-01,76.5
Santa Cruz de Tenerife,Servicios,2023-01-01,77.6
Santa Cruz de Tenerife,Servicios,2022-10-01,77.5
Santa Cruz de Tenerife,Servicios,2022-07-01,76.4
Santa Cruz de Tenerife,Servicios,2022-04-01,76.7
Santa Cruz de Tenerife,Servicios,2022-01-01,74.6
Santa Cruz de Tenerife,Servicios,2021-10-01,72.2
Santa Cruz de Tenerife,Servicios,2021-07-01,68.8
Santa Cruz de Tenerife,Servicios,2021-04-01,70.5
Santa Cruz de Tenerife,Servicios,2021-01-01,74.7
Santa Cruz de Tenerife,Servicios,2020-10-01,74.0
Santa Cruz de Tenerife,Servicios,2020-07-01,74.8
Santa Cruz de Tenerife,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2025-10-01,5.8
Santa Cruz de Tenerife,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2025-07-01,6.9
Santa Cruz de Tenerife,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2025-04-01,5.3
Santa Cruz de Tenerife,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2025-01-01,7.1
Santa Cruz de Tenerife,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2024-10-01,6.6
Santa Cruz de Tenerife,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2024-07-01,7.2
Santa Cruz de Tenerife,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2024-04-01,7.7
Santa Cruz de Tenerife,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2024-01-01,8.0
Santa Cruz de Tenerife,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2023-10-01,9.1
Santa Cruz de Tenerife,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2023-07-01,7.8
Santa Cruz de Tenerife,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2023-04-01,9.2
Santa Cruz de Tenerife,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2023-01-01,10.0
Santa Cruz de Tenerife,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2022-10-01,9.8
Santa Cruz de Tenerife,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2022-07-01,10.5
Santa Cruz de Tenerife,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2022-04-01,11.5
Santa Cruz de Tenerife,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2022-01-01,11.9
Santa Cruz de Tenerife,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2021-10-01,13.6
Santa Cruz de Tenerife,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2021-07-01,16.2
Santa Cruz de Tenerife,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2021-04-01,16.2
Santa Cruz de Tenerife,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2021-01-01,12.9
Santa Cruz de Tenerife,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2020-10-01,11.8
Santa Cruz de Tenerife,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2020-07-01,12.6
Segovia,Servicios,2025-10-01,64.8
Segovia,Servicios,2025-07-01,62.6
Segovia,Servicios,2025-04-01,64.1
Segovia,Servicios,2025-01-01,64.5
Segovia,Servicios,2024-10-01,65.1
Segovia,Servicios,2024-07-01,64.5
Segovia,Servicios,2024-04-01,66.0
Segovia,Servicios,2024-01-01,64.7
Segovia,Servicios,2023-10-01,63.6
Segovia,Servicios,2023-07-01,64.4
Segovia,Servicios,2023-04-01,63.7
Segovia,Servicios,2023-01-01,58.3
Segovia,Servicios,2022-10-01,59.9
Segovia,Servicios,2022-07-01,60.3
Segovia,Servicios,2022-04-01,63.0
Segovia,Servicios,2022-01-01,63.5
Segovia,Servicios,2021-10-01,65.2
Segovia,Servicios,2021-07-01,64.8
Segovia,Servicios,2021-04-01,64.6
Segovia,Servicios,2021-01-01,65.1
Segovia,Servicios,2020-10-01,61.7
Segovia,Servicios,2020-07-01,61.8
Segovia,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2025-10-01,3.0
Segovia,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2025-07-01,2.6
Segovia,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2025-04-01,2.1
Segovia,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2025-01-01,0.9
Segovia,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2024-10-01,2.2
Segovia,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2024-07-01,1.3
Segovia,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2024-04-01,2.1
Segovia,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2024-01-01,2.3
Segovia,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2023-10-01,4.0
Segovia,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2023-07-01,4.4
Segovia,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2023-04-01,2.9
Segovia,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2023-01-01,3.8
Segovia,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2022-10-01,4.6
Segovia,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2022-07-01,5.3
Segovia,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2022-04-01,4.1
Segovia,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2022-01-01,3.9
Segovia,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2021-10-01,4.9
Segovia,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2021-07-01,4.7
Segovia,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2021-04-01,5.7
Segovia,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2021-01-01,4.2
Segovia,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2020-10-01,4.3
Segovia,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2020-07-01,3.6
Sevilla,Servicios,2025-10-01,72.0
Sevilla,Servicios,2025-07-01,73.9
Sevilla,Servicios,2025-04-01,73.1
Sevilla,Servicios,2025-01-01,72.7
Sevilla,Servicios,2024-10-01,71.9
Sevilla,Servicios,2024-07-01,73.1
Sevilla,Servicios,2024-04-01,72.9
Sevilla,Servicios,2024-01-01,75.0
Sevilla,Servicios,2023-10-01,73.4
Sevilla,Servicios,2023-07-01,73.9
Sevilla,Servicios,2023-04-01,73.6
Sevilla,Servicios,2023-01-01,72.2
Sevilla,Servicios,2022-10-01,71.5
Sevilla,Servicios,2022-07-01,71.1
Sevilla,Servicios,2022-04-01,71.4
Sevilla,Servicios,2022-01-01,71.0
Sevilla,Servicios,2021-10-01,67.9
Sevilla,Servicios,2021-07-01,68.6
Sevilla,Servicios,2021-04-01,67.7
Sevilla,Servicios,2021-01-01,67.7
Sevilla,Servicios,2020-10-01,67.1
Sevilla,Servicios,2020-07-01,68.0
Sevilla,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2025-10-01,5.3
Sevilla,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2025-07-01,5.7
Sevilla,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2025-04-01,6.9
Sevilla,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2025-01-01,6.5
Sevilla,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2024-10-01,7.5
Sevilla,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2024-07-01,6.7
Sevilla,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2024-04-01,7.5
Sevilla,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2024-01-01,6.1
Sevilla,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2023-10-01,7.0
Sevilla,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2023-07-01,7.5
Sevilla,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2023-04-01,8.5
Sevilla,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2023-01-01,7.7
Sevilla,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2022-10-01,7.8
Sevilla,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2022-07-01,8.7
Sevilla,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2022-04-01,9.3
Sevilla,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2022-01-01,9.5
Sevilla,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2021-10-01,11.3
Sevilla,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2021-07-01,11.7
Sevilla,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2021-04-01,12.2
Sevilla,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2021-01-01,11.3
Sevilla,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2020-10-01,10.7
Sevilla,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2020-07-01,9.6
Soria,Servicios,2025-10-01,60.3
Soria,Servicios,2025-07-01,57.9
Soria,Servicios,2025-04-01,61.3
Soria,Servicios,2025-01-01,64.5
Soria,Servicios,2024-10-01,61.0
Soria,Servicios,2024-07-01,61.1
Soria,Servicios,2024-04-01,62.4
Soria,Servicios,2024-01-01,59.8
Soria,Servicios,2023-10-01,58.9
Soria,Servicios,2023-07-01,55.5
Soria,Servicios,2023-04-01,55.0
Soria,Servicios,2023-01-01,55.1
Soria,Servicios,2022-10-01,61.0
Soria,Servicios,2022-07-01,60.5
Soria,Servicios,2022-04-01,61.7
Soria,Servicios,2022-01-01,62.3
Soria,Servicios,2021-10-01,63.3
Soria,Servicios,2021-07-01,64.0
Soria,Servicios,2021-04-01,58.9
Soria,Servicios,2021-01-01,59.8
Soria,Servicios,2020-10-01,60.7
Soria,Servicios,2020-07-01,62.4
Soria,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2025-10-01,2.6
Soria,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2025-07-01,3.6
Soria,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2025-04-01,2.7
Soria,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2025-01-01,1.9
Soria,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2024-10-01,0.8
Soria,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2024-07-01,2.6
Soria,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2024-04-01,2.1
Soria,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2024-01-01,3.3
Soria,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2023-10-01,2.9
Soria,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2023-07-01,3.7
Soria,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2023-04-01,3.2
Soria,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2023-01-01,3.4
Soria,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2022-10-01,1.9
Soria,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2022-07-01,2.8
Soria,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2022-04-01,2.8
Soria,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2022-01-01,3.3
Soria,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2021-10-01,3.6
Soria,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2021-07-01,3.6
Soria,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2021-04-01,6.2
Soria,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2021-01-01,3.4
Soria,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2020-10-01,2.9
Soria,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2020-07-01,2.9
Tarragona,Servicios,2025-10-01,65.8
Tarragona,Servicios,2025-07-01,65.8
Tarragona,Servicios,2025-04-01,66.9
Tarragona,Servicios,2025-01-01,67.6
Tarragona,Servicios,2024-10-01,68.9
Tarragona,Servicios,2024-07-01,67.7
Tarragona,Servicios,2024-04-01,68.5
Tarragona,Servicios,2024-01-01,67.3
Tarragona,Servicios,2023-10-01,64.1
Tarragona,Servicios,2023-07-01,67.4
Tarragona,Servicios,2023-04-01,67.7
Tarragona,Servicios,2023-01-01,66.9
Tarragona,Servicios,2022-10-01,65.1
Tarragona,Servicios,2022-07-01,68.0
Tarragona,Servicios,2022-04-01,65.2
Tarragona,Servicios,2022-01-01,64.8
Tarragona,Servicios,2021-10-01,65.3
Tarragona,Servicios,2021-07-01,68.5
Tarragona,Servicios,2021-04-01,66.7
Tarragona,Servicios,2021-01-01,66.2
Tarragona,Servicios,2020-10-01,65.4
Tarragona,Servicios,2020-07-01,67.9
Tarragona,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2025-10-01,3.5
Tarragona,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2025-07-01,4.7
Tarragona,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2025-04-01,4.9
Tarragona,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2025-01-01,5.2
Tarragona,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2024-10-01,4.7
Tarragona,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2024-07-01,5.4
Tarragona,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2024-04-01,4.7
Tarragona,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2024-01-01,5.5
Tarragona,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2023-10-01,7.2
Tarragona,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2023-07-01,5.7
Tarragona,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2023-04-01,3.8
Tarragona,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2023-01-01,4.3
Tarragona,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2022-10-01,6.0
Tarragona,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2022-07-01,5.8
Tarragona,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2022-04-01,6.1
Tarragona,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2022-01-01,5.9
Tarragona,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2021-10-01,7.0
Tarragona,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2021-07-01,6.6
Tarragona,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2021-04-01,8.3
Tarragona,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2021-01-01,8.8
Tarragona,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2020-10-01,8.2
Tarragona,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2020-07-01,6.8
Teruel,Servicios,2025-10-01,57.8
Teruel,Servicios,2025-07-01,57.2
Teruel,Servicios,2025-04-01,57.1
Teruel,Servicios,2025-01-01,57.2
