provincia,sector,periodo,total
Córdoba,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2022-01-01,8.8
Córdoba,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2021-10-01,9.4
Córdoba,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2021-07-01,9.7
Córdoba,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2021-04-01,11.7
Córdoba,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2021-01-01,11.1
Córdoba,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2020-10-01,12.1
Córdoba,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2020-07-01,10.6
"Coruña, A",Servicios,2025-10-01,71.7
"Coruña, A",Servicios,2025-07-01,72.7
"Coruña, A",Servicios,2025-04-01,70.1
"Coruña, A",Servicios,2025-01-01,70.3
"Coruña, A",Servicios,2024-10-01,70.4
"Coruña, A",Servicios,2024-07-01,70.1
"Coruña, A",Servicios,2024-04-01,70.3
"Coruña, A",Servicios,2024-01-01,70.3
"Coruña, A",Servicios,2023-10-01,70.8
"Coruña, A",Servicios,2023-07-01,70.3
"Coruña, A",Servicios,2023-04-01,70.2
"Coruña, A",Servicios,2023-01-01,70.5
"Coruña, A",Servicios,2022-10-01,70.3
"Coruña, A",Servicios,2022-07-01,69.9
"Coruña, A",Servicios,2022-04-01,69.5
"Coruña, A",Servicios,2022-01-01,70.0
"Coruña, A",Servicios,2021-10-01,70.8
"Coruña, A",Servicios,2021-07-01,70.5
"Coruña, A",Servicios,2021-04-01,68.7
"Coruña, A",Servicios,2021-01-01,69.8
"Coruña, A",Servicios,2020-10-01,68.8
"Coruña, A",Servicios,2020-07-01,68.5
"Coruña, A",Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2025-10-01,3.4
"Coruña, A",Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2025-07-01,2.4
"Coruña, A",Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2025-04-01,3.7
"Coruña, A",Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2025-01-01,3.5
"Coruña, A",Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2024-10-01,3.9
"Coruña, A",Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2024-07-01,4.0
"Coruña, A",Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2024-04-01,4.1
"Coruña, A",Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2024-01-01,4.3
"Coruña, A",Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2023-10-01,4.2
"Coruña, A",Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2023-07-01,4.3
"Coruña, A",Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2023-04-01,4.5
"Coruña, A",Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2023-01-01,4.8
"Coruña, A",Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2022-10-01,4.7
"Coruña, A",Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2022-07-01,4.9
"Coruña, A",Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2022-04-01,5.4
"Coruña, A",Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2022-01-01,5.2
"Coruña, A",Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2021-10-01,5.2
"Coruña, A",Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2021-07-01,4.8
"Coruña, A",Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2021-04-01,5.6
"Coruña, A",Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2021-01-01,5.1
"Coruña, A",Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2020-10-01,5.1
"Coruña, A",Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2020-07-01,5.1
Cuenca,Servicios,2025-10-01,55.7
Cuenca,Servicios,2025-07-01,55.1
Cuenca,Servicios,2025-04-01,57.9
Cuenca,Servicios,2025-01-01,60.6
Cuenca,Servicios,2024-10-01,59.4
Cuenca,Servicios,2024-07-01,60.3
Cuenca,Servicios,2024-04-01,58.1
Cuenca,Servicios,2024-01-01,59.6
Cuenca,Servicios,2023-10-01,60.7
Cuenca,Servicios,2023-07-01,58.6
Cuenca,Servicios,2023-04-01,58.0
Cuenca,Servicios,2023-01-01,58.4
Cuenca,Servicios,2022-10-01,57.7
Cuenca,Servicios,2022-07-01,59.9
Cuenca,Servicios,2022-04-01,57.6
Cuenca,Servicios,2022-01-01,54.8
Cuenca,Servicios,2021-10-01,56.7
Cuenca,Servicios,2021-07-01,57.9
Cuenca,Servicios,2021-04-01,56.9
Cuenca,Servicios,2021-01-01,56.8
Cuenca,Servicios,2020-10-01,56.7
Cuenca,Servicios,2020-07-01,59.0
Cuenca,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2025-10-01,7.8
Cuenca,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2025-07-01,5.0
Cuenca,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2025-04-01,4.3
Cuenca,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2025-01-01,5.4
Cuenca,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2024-10-01,3.1
Cuenca,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2024-07-01,3.1
Cuenca,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2024-04-01,4.8
Cuenca,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2024-01-01,5.2
Cuenca,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2023-10-01,3.5
Cuenca,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2023-07-01,4.9
Cuenca,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2023-04-01,5.6
Cuenca,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2023-01-01,5.8
Cuenca,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2022-10-01,4.2
Cuenca,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2022-07-01,3.0
Cuenca,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2022-04-01,4.5
Cuenca,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2022-01-01,6.5
Cuenca,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2021-10-01,4.8
Cuenca,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2021-07-01,6.9
Cuenca,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2021-04-01,5.9
Cuenca,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2021-01-01,6.4
Cuenca,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2020-10-01,6.7
Cuenca,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2020-07-01,7.5
Gipuzkoa,Servicios,2025-10-01,68.5
Gipuzkoa,Servicios,2025-07-01,68.8
Gipuzkoa,Servicios,2025-04-01,68.9
Gipuzkoa,Servicios,2025-01-01,70.9
Gipuzkoa,Servicios,2024-10-01,71.2
Gipuzkoa,Servicios,2024-07-01,68.9
Gipuzkoa,Servicios,2024-04-01,68.0
Gipuzkoa,Servicios,2024-01-01,66.7
Gipuzkoa,Servicios,2023-10-01,65.9
Gipuzkoa,Servicios,2023-07-01,68.7
Gipuzkoa,Servicios,2023-04-01,67.6
Gipuzkoa,Servicios,2023-01-01,65.1
Gipuzkoa,Servicios,2022-10-01,64.9
Gipuzkoa,Servicios,2022-07-01,65.1
Gipuzkoa,Servicios,2022-04-01,70.9
Gipuzkoa,Servicios,2022-01-01,69.8
Gipuzkoa,Servicios,2021-10-01,69.9
Gipuzkoa,Servicios,2021-07-01,69.1
Gipuzkoa,Servicios,2021-04-01,70.1
Gipuzkoa,Servicios,2021-01-01,69.9
Gipuzkoa,Servicios,2020-10-01,69.0
Gipuzkoa,Servicios,2020-07-01,69.8
Gipuzkoa,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2025-10-01,4.8
Gipuzkoa,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2025-07-01,3.1
Gipuzkoa,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2025-04-01,4.1
Gipuzkoa,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2025-01-01,1.9
Gipuzkoa,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2024-10-01,2.4
Gipuzkoa,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2024-07-01,2.2
Gipuzkoa,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2024-04-01,3.3
Gipuzkoa,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2024-01-01,2.8
Gipuzkoa,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2023-10-01,2.7
Gipuzkoa,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2023-07-01,3.9
Gipuzkoa,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2023-04-01,3.4
Gipuzkoa,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2023-01-01,5.2
Gipuzkoa,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2022-10-01,5.2
Gipuzkoa,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2022-07-01,4.4
Gipuzkoa,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2022-04-01,3.3
Gipuzkoa,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2022-01-01,3.4
Gipuzkoa,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2021-10-01,4.4
Gipuzkoa,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2021-07-01,5.6
Gipuzkoa,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2021-04-01,4.2
Gipuzkoa,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2021-01-01,3.5
Gipuzkoa,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2020-10-01,2.9
Gipuzkoa,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2020-07-01,3.4
Girona,Servicios,2025-10-01,68.8
Girona,Servicios,2025-07-01,71.4
Girona,Servicios,2025-04-01,71.6
Girona,Servicios,2025-01-01,70.9
Girona,Servicios,2024-10-01,70.3
Girona,Servicios,2024-07-01,70.8
Girona,Servicios,2024-04-01,68.1
Girona,Servicios,2024-01-01,66.4
Girona,Servicios,2023-10-01,69.5
Girona,Servicios,2023-07-01,68.5
Girona,Servicios,2023-04-01,70.1
Girona,Servicios,2023-01-01,69.5
Girona,Servicios,2022-10-01,70.5
Girona,Servicios,2022-07-01,69.5
Girona,Servicios,2022-04-01,68.5
Girona,Servicios,2022-01-01,69.3
Girona,Servicios,2021-10-01,70.5
Girona,Servicios,2021-07-01,67.9
Girona,Servicios,2021-04-01,65.6
Girona,Servicios,2021-01-01,66.6
Girona,Servicios,2020-10-01,66.3
Girona,Servicios,2020-07-01,68.6
Girona,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2025-10-01,4.8
Girona,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2025-07-01,2.1
Girona,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2025-04-01,4.8
Girona,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2025-01-01,4.5
Girona,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2024-10-01,3.5
Girona,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2024-07-01,4.0
Girona,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2024-04-01,5.4
Girona,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2024-01-01,4.5
Girona,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2023-10-01,3.9
Girona,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2023-07-01,4.1
Girona,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2023-04-01,4.2
Girona,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2023-01-01,3.2
Girona,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2022-10-01,4.4
Girona,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2022-07-01,3.0
Girona,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2022-04-01,4.1
Girona,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2022-01-01,4.5
Girona,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2021-10-01,4.3
Girona,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2021-07-01,5.9
Girona,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2021-04-01,7.1
Girona,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2021-01-01,6.4
Girona,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2020-10-01,5.6
Girona,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2020-07-01,5.0
Granada,Servicios,2025-10-01,69.0
Granada,Servicios,2025-07-01,68.7
Granada,Servicios,2025-04-01,65.4
Granada,Servicios,2025-01-01,67.6
Granada,Servicios,2024-10-01,68.4
Granada,Servicios,2024-07-01,67.9
Granada,Servicios,2024-04-01,68.0
Granada,Servicios,2024-01-01,68.6
Granada,Servicios,2023-10-01,65.7
Granada,Servicios,2023-07-01,69.3
Granada,Servicios,2023-04-01,69.8
Granada,Servicios,2023-01-01,70.7
Granada,Servicios,2022-10-01,69.8
Granada,Servicios,2022-07-01,70.6
Granada,Servicios,2022-04-01,72.5
Granada,Servicios,2022-01-01,71.4
Granada,Servicios,2021-10-01,69.4
Granada,Servicios,2021-07-01,65.8
Granada,Servicios,2021-04-01,63.4
Granada,Servicios,2021-01-01,62.8
Granada,Servicios,2020-10-01,64.2
Granada,Servicios,2020-07-01,64.5
Granada,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2025-10-01,6.7
Granada,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2025-07-01,8.7
Granada,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2025-04-01,9.2
Granada,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2025-01-01,9.6
Granada,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2024-10-01,9.4
Granada,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2024-07-01,12.0
Granada,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2024-04-01,10.8
Granada,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2024-01-01,10.7
Granada,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2023-10-01,10.5
Granada,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2023-07-01,10.8
Granada,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2023-04-01,9.5
Granada,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2023-01-01,10.1
Granada,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2022-10-01,9.9
Granada,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2022-07-01,11.0
Granada,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2022-04-01,10.7
Granada,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2022-01-01,8.9
Granada,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2021-10-01,10.3
Granada,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2021-07-01,11.7
Granada,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2021-04-01,11.6
Granada,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2021-01-01,10.6
Granada,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2020-10-01,11.5
Granada,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2020-07-01,9.8
Guadalajara,Servicios,2025-10-01,71.1
Guadalajara,Servicios,2025-07-01,75.4
Guadalajara,Servicios,2025-04-01,76.3
Guadalajara,Servicios,2025-01-01,76.3
Guadalajara,Servicios,2024-10-01,74.8
Guadalajara,Servicios,2024-07-01,75.2
Guadalajara,Servicios,2024-04-01,77.0
Guadalajara,Servicios,2024-01-01,73.5
Guadalajara,Servicios,2023-10-01,74.5
Guadalajara,Servicios,2023-07-01,73.6
Guadalajara,Servicios,2023-04-01,75.7
Guadalajara,Servicios,2023-01-01,76.5
Guadalajara,Servicios,2022-10-01,76.3
Guadalajara,Servicios,2022-07-01,75.0
Guadalajara,Servicios,2022-04-01,76.4
Guadalajara,Servicios,2022-01-01,77.5
Guadalajara,Servicios,2021-10-01,75.1
Guadalajara,Servicios,2021-07-01,73.5
Guadalajara,Servicios,2021-04-01,70.6
Guadalajara,Servicios,2021-01-01,73.3
Guadalajara,Servicios,2020-10-01,75.4
Guadalajara,Servicios,2020-07-01,76.6
Guadalajara,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2025-10-01,5.4
Guadalajara,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2025-07-01,3.6
Guadalajara,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2025-04-01,3.0
Guadalajara,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2025-01-01,3.3
Guadalajara,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2024-10-01,4.6
Guadalajara,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2024-07-01,4.4
Guadalajara,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2024-04-01,4.5
Guadalajara,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2024-01-01,4.2
Guadalajara,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2023-10-01,3.6
Guadalajara,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2023-07-01,4.7
Guadalajara,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2023-04-01,3.6
Guadalajara,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2023-01-01,3.7
Guadalajara,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2022-10-01,4.4
Guadalajara,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2022-07-01,4.6
Guadalajara,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2022-04-01,5.1
Guadalajara,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2022-01-01,4.1
Guadalajara,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2021-10-01,5.8
Guadalajara,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2021-07-01,5.7
Guadalajara,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2021-04-01,8.0
Guadalajara,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2021-01-01,5.1
Guadalajara,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2020-10-01,6.2
Guadalajara,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2020-07-01,6.8
Huelva,Servicios,2025-10-01,66.5
Huelva,Servicios,2025-07-01,67.9
Huelva,Servicios,2025-04-01,64.9
Huelva,Servicios,2025-01-01,66.2
Huelva,Servicios,2024-10-01,64.6
Huelva,Servicios,2024-07-01,67.7
Huelva,Servicios,2024-04-01,66.0
Huelva,Servicios,2024-01-01,64.2
Huelva,Servicios,2023-10-01,62.3
Huelva,Servicios,2023-07-01,66.7
Huelva,Servicios,2023-04-01,63.4
Huelva,Servicios,2023-01-01,62.0
Huelva,Servicios,2022-10-01,64.4
Huelva,Servicios,2022-07-01,68.0
Huelva,Servicios,2022-04-01,61.3
Huelva,Servicios,2022-01-01,57.9
Huelva,Servicios,2021-10-01,56.6
Huelva,Servicios,2021-07-01,59.3
Huelva,Servicios,2021-04-01,57.2
Huelva,Servicios,2021-01-01,58.6
Huelva,Servicios,2020-10-01,59.1
Huelva,Servicios,2020-07-01,65.3
Huelva,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2025-10-01,3.9
Huelva,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2025-07-01,4.3
Huelva,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2025-04-01,4.3
Huelva,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2025-01-01,5.2
Huelva,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2024-10-01,5.7
Huelva,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2024-07-01,5.6
Huelva,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2024-04-01,5.3
Huelva,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2024-01-01,7.3
Huelva,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2023-10-01,7.2
Huelva,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2023-07-01,7.6
Huelva,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2023-04-01,8.2
Huelva,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2023-01-01,8.6
Huelva,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2022-10-01,9.7
Huelva,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2022-07-01,6.4
Huelva,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2022-04-01,6.5
Huelva,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2022-01-01,8.2
Huelva,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2021-10-01,6.6
Huelva,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2021-07-01,8.8
Huelva,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2021-04-01,7.4
Huelva,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2021-01-01,6.9
Huelva,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2020-10-01,9.0
Huelva,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2020-07-01,6.8
Huesca,Servicios,2025-10-01,56.8
Huesca,Servicios,2025-07-01,57.4
Huesca,Servicios,2025-04-01,61.2
Huesca,Servicios,2025-01-01,62.3
Huesca,Servicios,2024-10-01,60.4
Huesca,Servicios,2024-07-01,58.9
Huesca,Servicios,2024-04-01,60.0
Huesca,Servicios,2024-01-01,59.1
Huesca,Servicios,2023-10-01,56.9
Huesca,Servicios,2023-07-01,58.2
Huesca,Servicios,2023-04-01,60.6
Huesca,Servicios,2023-01-01,59.8
Huesca,Servicios,2022-10-01,59.6
Huesca,Servicios,2022-07-01,58.4
Huesca,Servicios,2022-04-01,61.0
Huesca,Servicios,2022-01-01,61.6
Huesca,Servicios,2021-10-01,61.7
Huesca,Servicios,2021-07-01,62.0
Huesca,Servicios,2021-04-01,61.8
Huesca,Servicios,2021-01-01,61.8
Huesca,Servicios,2020-10-01,59.4
Huesca,Servicios,2020-07-01,59.0
Huesca,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2025-10-01,2.3
Huesca,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2025-07-01,3.5
Huesca,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2025-04-01,3.1
Huesca,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2025-01-01,2.1
Huesca,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2024-10-01,3.5
Huesca,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2024-07-01,3.3
Huesca,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2024-04-01,2.1
Huesca,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2024-01-01,4.1
Huesca,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2023-10-01,4.2
Huesca,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2023-07-01,2.5
Huesca,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2023-04-01,4.3
Huesca,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2023-01-01,2.8
Huesca,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2022-10-01,3.7
Huesca,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2022-07-01,4.0
Huesca,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2022-04-01,5.5
Huesca,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2022-01-01,3.0
Huesca,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2021-10-01,3.7
Huesca,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2021-07-01,3.9
Huesca,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2021-04-01,2.8
Huesca,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2021-01-01,2.6
Huesca,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2020-10-01,4.4
Huesca,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2020-07-01,3.2
Jaén,Servicios,2025-10-01,61.1
Jaén,Servicios,2025-07-01,65.1
Jaén,Servicios,2025-04-01,62.0
Jaén,Servicios,2025-01-01,57.9
Jaén,Servicios,2024-10-01,59.4
Jaén,Servicios,2024-07-01,63.0
Jaén,Servicios,2024-04-01,63.0
Jaén,Servicios,2024-01-01,59.9
Jaén,Servicios,2023-10-01,58.9
Jaén,Servicios,2023-07-01,60.3
Jaén,Servicios,2023-04-01,61.2
Jaén,Servicios,2023-01-01,61.3
Jaén,Servicios,2022-10-01,59.9
Jaén,Servicios,2022-07-01,61.7
Jaén,Servicios,2022-04-01,61.2
Jaén,Servicios,2022-01-01,59.6
Jaén,Servicios,2021-10-01,57.6
Jaén,Servicios,2021-07-01,58.6
Jaén,Servicios,2021-04-01,55.7
Jaén,Servicios,2021-01-01,54.0
Jaén,Servicios,2020-10-01,55.7
Jaén,Servicios,2020-07-01,56.8
Jaén,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2025-10-01,5.7
Jaén,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2025-07-01,6.0
Jaén,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2025-04-01,5.2
Jaén,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2025-01-01,5.4
Jaén,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2024-10-01,5.8
Jaén,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2024-07-01,7.7
Jaén,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2024-04-01,6.5
Jaén,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2024-01-01,6.8
Jaén,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2023-10-01,7.8
Jaén,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2023-07-01,7.1
Jaén,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2023-04-01,5.6
Jaén,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2023-01-01,4.0
Jaén,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2022-10-01,6.8
Jaén,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2022-07-01,7.2
Jaén,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2022-04-01,6.1
Jaén,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2022-01-01,6.7
Jaén,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2021-10-01,7.8
Jaén,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2021-07-01,9.1
