Provincias;Sector económico;Periodo;Total
14 Córdoba;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2021T4;9,4
14 Córdoba;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2021T3;9,7
14 Córdoba;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2021T2;11,7
14 Córdoba;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2021T1;11,1
14 Córdoba;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2020T4;12,1
14 Córdoba;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2020T3;10,6
15 Coruña, A;Servicios;2025T4;71,7
15 Coruña, A;Servicios;2025T3;72,7
15 Coruña, A;Servicios;2025T2;70,1
15 Coruña, A;Servicios;2025T1;70,3
15 Coruña, A;Servicios;2024T4;70,4
15 Coruña, A;Servicios;2024T3;70,1
15 Coruña, A;Servicios;2024T2;70,3
15 Coruña, A;Servicios;2024T1;70,3
15 Coruña, A;Servicios;2023T4;70,8
15 Coruña, A;Servicios;2023T3;70,3
15 Coruña, A;Servicios;2023T2;70,2
15 Coruña, A;Servicios;2023T1;70,5
15 Coruña, A;Servicios;2022T4;70,3
15 Coruña, A;Servicios;2022T3;69,9
15 Coruña, A;Servicios;2022T2;69,5
15 Coruña, A;Servicios;2022T1;70,0
15 Coruña, A;Servicios;2021T4;70,8
15 Coruña, A;Servicios;2021T3;70,5
15 Coruña, A;Servicios;2021T2;68,7
15 Coruña, A;Servicios;2021T1;69,8
15 Coruña, A;Servicios;2020T4;68,8
15 Coruña, A;Servicios;2020T3;68,5
15 Coruña, A;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2025T4;3,4
15 Coruña, A;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2025T3;2,4
15 Coruña, A;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2025T2;3,7
15 Coruña, A;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2025T1;3,5
15 Coruña, A;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2024T4;3,9
15 Coruña, A;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2024T3;4,0
15 Coruña, A;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2024T2;4,1
15 Coruña, A;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2024T1;4,3
15 Coruña, A;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2023T4;4,2
15 Coruña, A;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2023T3;4,3
15 Coruña, A;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2023T2;4,5
15 Coruña, A;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2023T1;4,8
15 Coruña, A;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2022T4;4,7
15 Coruña, A;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2022T3;4,9
15 Coruña, A;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2022T2;5,4
15 Coruña, A;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2022T1;5,2
15 Coruña, A;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2021T4;5,2
15 Coruña, A;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2021T3;4,8
15 Coruña, A;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2021T2;5,6
15 Coruña, A;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2021T1;5,1
15 Coruña, A;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2020T4;5,1
15 Coruña, A;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2020T3;5,1
16 Cuenca;Servicios;2025T4;55,7
16 Cuenca;Servicios;2025T3;55,1
16 Cuenca;Servicios;2025T2;57,9
16 Cuenca;Servicios;2025T1;60,6
16 Cuenca;Servicios;2024T4;59,4
16 Cuenca;Servicios;2024T3;60,3
16 Cuenca;Servicios;2024T2;58,1
16 Cuenca;Servicios;2024T1;59,6
16 Cuenca;Servicios;2023T4;60,7
16 Cuenca;Servicios;2023T3;58,6
16 Cuenca;Servicios;2023T2;58,0
16 Cuenca;Servicios;2023T1;58,4
16 Cuenca;Servicios;2022T4;57,7
16 Cuenca;Servicios;2022T3;59,9
16 Cuenca;Servicios;2022T2;57,6
16 Cuenca;Servicios;2022T1;54,8
16 Cuenca;Servicios;2021T4;56,7
16 Cuenca;Servicios;2021T3;57,9
16 Cuenca;Servicios;2021T2;56,9
16 Cuenca;Servicios;2021T1;56,8
16 Cuenca;Servicios;2020T4;56,7
16 Cuenca;Servicios;2020T3;59,0
16 Cuenca;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2025T4;7,8
16 Cuenca;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2025T3;5,0
16 Cuenca;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2025T2;4,3
16 Cuenca;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2025T1;5,4
16 Cuenca;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2024T4;3,1
16 Cuenca;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2024T3;3,1
16 Cuenca;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2024T2;4,8
16 Cuenca;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2024T1;5,2
16 Cuenca;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2023T4;3,5
16 Cuenca;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2023T3;4,9
16 Cuenca;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2023T2;5,6
16 Cuenca;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2023T1;5,8
16 Cuenca;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2022T4;4,2
16 Cuenca;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2022T3;3,0
16 Cuenca;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2022T2;4,5
16 Cuenca;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2022T1;6,5
16 Cuenca;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2021T4;4,8
16 Cuenca;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2021T3;6,9
16 Cuenca;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2021T2;5,9
16 Cuenca;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2021T1;6,4
16 Cuenca;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2020T4;6,7
16 Cuenca;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2020T3;7,5
20 Gipuzkoa;Servicios;2025T4;68,5
20 Gipuzkoa;Servicios;2025T3;68,8
20 Gipuzkoa;Servicios;2025T2;68,9
20 Gipuzkoa;Servicios;2025T1;70,9
20 Gipuzkoa;Servicios;2024T4;71,2
20 Gipuzkoa;Servicios;2024T3;68,9
20 Gipuzkoa;Servicios;2024T2;68,0
20 Gipuzkoa;Servicios;2024T1;66,7
20 Gipuzkoa;Servicios;2023T4;65,9
20 Gipuzkoa;Servicios;2023T3;68,7
20 Gipuzkoa;Servicios;2023T2;67,6
20 Gipuzkoa;Servicios;2023T1;65,1
20 Gipuzkoa;Servicios;2022T4;64,9
20 Gipuzkoa;Servicios;2022T3;65,1
20 Gipuzkoa;Servicios;2022T2;70,9
20 Gipuzkoa;Servicios;2022T1;69,8
20 Gipuzkoa;Servicios;2021T4;69,9
20 Gipuzkoa;Servicios;2021T3;69,1
20 Gipuzkoa;Servicios;2021T2;70,1
20 Gipuzkoa;Servicios;2021T1;69,9
20 Gipuzkoa;Servicios;2020T4;69,0
20 Gipuzkoa;Servicios;2020T3;69,8
20 Gipuzkoa;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2025T4;4,8
20 Gipuzkoa;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2025T3;3,1
20 Gipuzkoa;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2025T2;4,1
20 Gipuzkoa;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2025T1;1,9
20 Gipuzkoa;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2024T4;2,4
20 Gipuzkoa;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2024T3;2,2
20 Gipuzkoa;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2024T2;3,3
20 Gipuzkoa;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2024T1;2,8
20 Gipuzkoa;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2023T4;2,7
20 Gipuzkoa;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2023T3;3,9
20 Gipuzkoa;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2023T2;3,4
20 Gipuzkoa;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2023T1;5,2
20 Gipuzkoa;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2022T4;5,2
20 Gipuzkoa;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2022T3;4,4
20 Gipuzkoa;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2022T2;3,3
20 Gipuzkoa;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2022T1;3,4
20 Gipuzkoa;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2021T4;4,4
20 Gipuzkoa;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2021T3;5,6
20 Gipuzkoa;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2021T2;4,2
20 Gipuzkoa;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2021T1;3,5
20 Gipuzkoa;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2020T4;2,9
20 Gipuzkoa;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2020T3;3,4
17 Girona;Servicios;2025T4;68,8
17 Girona;Servicios;2025T3;71,4
17 Girona;Servicios;2025T2;71,6
17 Girona;Servicios;2025T1;70,9
17 Girona;Servicios;2024T4;70,3
17 Girona;Servicios;2024T3;70,8
17 Girona;Servicios;2024T2;68,1
17 Girona;Servicios;2024T1;66,4
17 Girona;Servicios;2023T4;69,5
17 Girona;Servicios;2023T3;68,5
17 Girona;Servicios;2023T2;70,1
17 Girona;Servicios;2023T1;69,5
17 Girona;Servicios;2022T4;70,5
17 Girona;Servicios;2022T3;69,5
17 Girona;Servicios;2022T2;68,5
17 Girona;Servicios;2022T1;69,3
17 Girona;Servicios;2021T4;70,5
17 Girona;Servicios;2021T3;67,9
17 Girona;Servicios;2021T2;65,6
17 Girona;Servicios;2021T1;66,6
17 Girona;Servicios;2020T4;66,3
17 Girona;Servicios;2020T3;68,6
17 Girona;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2025T4;4,8
17 Girona;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2025T3;2,1
17 Girona;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2025T2;4,8
17 Girona;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2025T1;4,5
17 Girona;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2024T4;3,5
17 Girona;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2024T3;4,0
17 Girona;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2024T2;5,4
17 Girona;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2024T1;4,5
17 Girona;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2023T4;3,9
17 Girona;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2023T3;4,1
17 Girona;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2023T2;4,2
17 Girona;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2023T1;3,2
17 Girona;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2022T4;4,4
17 Girona;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2022T3;3,0
17 Girona;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2022T2;4,1
17 Girona;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2022T1;4,5
17 Girona;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2021T4;4,3
17 Girona;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2021T3;5,9
17 Girona;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2021T2;7,1
17 Girona;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2021T1;6,4
17 Girona;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2020T4;5,6
17 Girona;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2020T3;5,0
18 Granada;Servicios;2025T4;69,0
18 Granada;Servicios;2025T3;68,7
18 Granada;Servicios;2025T2;65,4
18 Granada;Servicios;2025T1;67,6
18 Granada;Servicios;2024T4;68,4
18 Granada;Servicios;2024T3;67,9
18 Granada;Servicios;2024T2;68,0
18 Granada;Servicios;2024T1;68,6
18 Granada;Servicios;2023T4;65,7
18 Granada;Servicios;2023T3;69,3
18 Granada;Servicios;2023T2;69,8
18 Granada;Servicios;2023T1;70,7
18 Granada;Servicios;2022T4;69,8
18 Granada;Servicios;2022T3;70,6
18 Granada;Servicios;2022T2;72,5
18 Granada;Servicios;2022T1;71,4
18 Granada;Servicios;2021T4;69,4
18 Granada;Servicios;2021T3;65,8
18 Granada;Servicios;2021T2;63,4
18 Granada;Servicios;2021T1;62,8
18 Granada;Servicios;2020T4;64,2
18 Granada;Servicios;2020T3;64,5
18 Granada;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2025T4;6,7
18 Granada;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2025T3;8,7
18 Granada;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2025T2;9,2
18 Granada;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2025T1;9,6
18 Granada;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2024T4;9,4
18 Granada;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2024T3;12,0
18 Granada;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2024T2;10,8
18 Granada;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2024T1;10,7
18 Granada;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2023T4;10,5
18 Granada;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2023T3;10,8
18 Granada;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2023T2;9,5
18 Granada;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2023T1;10,1
18 Granada;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2022T4;9,9
18 Granada;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2022T3;11,0
18 Granada;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2022T2;10,7
18 Granada;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2022T1;8,9
18 Granada;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2021T4;10,3
18 Granada;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2021T3;11,7
18 Granada;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2021T2;11,6
18 Granada;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2021T1;10,6
18 Granada;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2020T4;11,5
18 Granada;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2020T3;9,8
19 Guadalajara;Servicios;2025T4;71,1
19 Guadalajara;Servicios;2025T3;75,4
19 Guadalajara;Servicios;2025T2;76,3
19 Guadalajara;Servicios;2025T1;76,3
19 Guadalajara;Servicios;2024T4;74,8
19 Guadalajara;Servicios;2024T3;75,2
19 Guadalajara;Servicios;2024T2;77,0
19 Guadalajara;Servicios;2024T1;73,5
19 Guadalajara;Servicios;2023T4;74,5
19 Guadalajara;Servicios;2023T3;73,6
19 Guadalajara;Servicios;2023T2;75,7
19 Guadalajara;Servicios;2023T1;76,5
19 Guadalajara;Servicios;2022T4;76,3
19 Guadalajara;Servicios;2022T3;75,0
19 Guadalajara;Servicios;2022T2;76,4
19 Guadalajara;Servicios;2022T1;77,5
19 Guadalajara;Servicios;2021T4;75,1
19 Guadalajara;Servicios;2021T3;73,5
19 Guadalajara;Servicios;2021T2;70,6
19 Guadalajara;Servicios;2021T1;73,3
19 Guadalajara;Servicios;2020T4;75,4
19 Guadalajara;Servicios;2020T3;76,6
19 Guadalajara;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2025T4;5,4
19 Guadalajara;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2025T3;3,6
19 Guadalajara;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2025T2;3,0
19 Guadalajara;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2025T1;3,3
19 Guadalajara;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2024T4;4,6
19 Guadalajara;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2024T3;4,4
19 Guadalajara;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2024T2;4,5
19 Guadalajara;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2024T1;4,2
19 Guadalajara;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2023T4;3,6
19 Guadalajara;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2023T3;4,7
19 Guadalajara;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2023T2;3,6
19 Guadalajara;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2023T1;3,7
19 Guadalajara;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2022T4;4,4
19 Guadalajara;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2022T3;4,6
19 Guadalajara;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2022T2;5,1
19 Guadalajara;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2022T1;4,1
19 Guadalajara;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2021T4;5,8
19 Guadalajara;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2021T3;5,7
19 Guadalajara;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2021T2;8,0
19 Guadalajara;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2021T1;5,1
19 Guadalajara;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2020T4;6,2
19 Guadalajara;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2020T3;6,8
21 Huelva;Servicios;2025T4;66,5
21 Huelva;Servicios;2025T3;67,9
21 Huelva;Servicios;2025T2;64,9
21 Huelva;Servicios;2025T1;66,2
21 Huelva;Servicios;2024T4;64,6
21 Huelva;Servicios;2024T3;67,7
21 Huelva;Servicios;2024T2;66,0
21 Huelva;Servicios;2024T1;64,2
21 Huelva;Servicios;2023T4;62,3
21 Huelva;Servicios;2023T3;66,7
21 Huelva;Servicios;2023T2;63,4
21 Huelva;Servicios;2023T1;62,0
21 Huelva;Servicios;2022T4;64,4
21 Huelva;Servicios;2022T3;68,0
21 Huelva;Servicios;2022T2;61,3
21 Huelva;Servicios;2022T1;57,9
21 Huelva;Servicios;2021T4;56,6
21 Huelva;Servicios;2021T3;59,3
21 Huelva;Servicios;2021T2;57,2
21 Huelva;Servicios;2021T1;58,6
21 Huelva;Servicios;2020T4;59,1
21 Huelva;Servicios;2020T3;65,3
21 Huelva;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2025T4;3,9
21 Huelva;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2025T3;4,3
21 Huelva;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2025T2;4,3
21 Huelva;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2025T1;5,2
21 Huelva;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2024T4;5,7
21 Huelva;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2024T3;5,6
21 Huelva;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2024T2;5,3
21 Huelva;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2024T1;7,3
21 Huelva;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2023T4;7,2
21 Huelva;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2023T3;7,6
21 Huelva;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2023T2;8,2
21 Huelva;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2023T1;8,6
21 Huelva;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2022T4;9,7
21 Huelva;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2022T3;6,4
21 Huelva;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2022T2;6,5
21 Huelva;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2022T1;8,2
21 Huelva;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2021T4;6,6
21 Huelva;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2021T3;8,8
21 Huelva;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2021T2;7,4
21 Huelva;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2021T1;6,9
21 Huelva;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2020T4;9,0
21 Huelva;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2020T3;6,8
22 Huesca;Servicios;2025T4;56,8
22 Huesca;Servicios;2025T3;57,4
22 Huesca;Servicios;2025T2;61,2
22 Huesca;Servicios;2025T1;62,3
22 Huesca;Servicios;2024T4;60,4
22 Huesca;Servicios;2024T3;58,9
22 Huesca;Servicios;2024T2;60,0
22 Huesca;Servicios;2024T1;59,1
22 Huesca;Servicios;2023T4;56,9
22 Huesca;Servicios;2023T3;58,2
22 Huesca;Servicios;2023T2;60,6
22 Huesca;Servicios;2023T1;59,8
22 Huesca;Servicios;2022T4;59,6
22 Huesca;Servicios;2022T3;58,4
22 Huesca;Servicios;2022T2;61,0
22 Huesca;Servicios;2022T1;61,6
22 Huesca;Servicios;2021T4;61,7
22 Huesca;Servicios;2021T3;62,0
22 Huesca;Servicios;2021T2;61,8
22 Huesca;Servicios;2021T1;61,8
22 Huesca;Servicios;2020T4;59,4
22 Huesca;Servicios;2020T3;59,0
22 Huesca;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2025T4;2,3
22 Huesca;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2025T3;3,5
22 Huesca;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2025T2;3,1
22 Huesca;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2025T1;2,1
22 Huesca;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2024T4;3,5
22 Huesca;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2024T3;3,3
22 Huesca;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2024T2;2,1
22 Huesca;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2024T1;4,1
22 Huesca;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2023T4;4,2
22 Huesca;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2023T3;2,5
22 Huesca;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2023T2;4,3
22 Huesca;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2023T1;2,8
22 Huesca;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2022T4;3,7
22 Huesca;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2022T3;4,0
22 Huesca;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2022T2;5,5
22 Huesca;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2022T1;3,0
22 Huesca;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2021T4;3,7
22 Huesca;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2021T3;3,9
22 Huesca;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2021T2;2,8
22 Huesca;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2021T1;2,6
22 Huesca;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2020T4;4,4
22 Huesca;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2020T3;3,2
23 Jaén;Servicios;2025T4;61,1
23 Jaén;Servicios;2025T3;65,1
23 Jaén;Servicios;2025T2;62,0
23 Jaén;Servicios;2025T1;57,9
23 Jaén;Servicios;2024T4;59,4
23 Jaén;Servicios;2024T3;63,0
23 Jaén;Servicios;2024T2;63,0
23 Jaén;Servicios;2024T1;59,9
23 Jaén;Servicios;2023T4;58,9
23 Jaén;Servicios;2023T3;60,3
23 Jaén;Servicios;2023T2;61,2
23 Jaén;Servicios;2023T1;61,3
23 Jaén;Servicios;2022T4;59,9
23 Jaén;Servicios;2022T3;61,7
23 Jaén;Servicios;2022T2;61,2
23 Jaén;Servicios;2022T1;59,6
23 Jaén;Servicios;2021T4;57,6
23 Jaén;Servicios;2021T3;58,6
23 Jaén;Servicios;2021T2;55,7
23 Jaén;Servicios;2021T1;54,0
23 Jaén;Servicios;2020T4;55,7
23 Jaén;Servicios;2020T3;56,8
23 Jaén;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2025T4;5,7
23 Jaén;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2025T3;6,0
23 Jaén;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2025T2;5,2
23 Jaén;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2025T1;5,4
23 Jaén;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2024T4;5,8
23 Jaén;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2024T3;7,7
23 Jaén;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2024T2;6,5
23 Jaén;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2024T1;6,8
23 Jaén;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2023T4;7,8
23 Jaén;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2023T3;7,1
23 Jaén;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2023T2;5,6
23 Jaén;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2023T1;4,0
23 Jaén;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2022T4;6,8
23 Jaén;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2022T3;7,2
23 Jaén;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2022T2;6,1
23 Jaén;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2022T1;6,7
23 Jaén;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2021T4;7,8
23 Jaén;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2021T3;9,1
23 Jaén;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2021T2;9,7
23 Jaén;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2021T1;8,6
