Provincias;Sector económico;Periodo;Total
23 Jaén;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2020T4;9,0
23 Jaén;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2020T3;9,0
24 León;Servicios;2025T4;70,0
24 León;Servicios;2025T3;71,9
24 León;Servicios;2025T2;73,5
24 León;Servicios;2025T1;71,5
24 León;Servicios;2024T4;70,8
24 León;Servicios;2024T3;71,4
24 León;Servicios;2024T2;69,3
24 León;Servicios;2024T1;71,1
24 León;Servicios;2023T4;71,2
24 León;Servicios;2023T3;71,8
24 León;Servicios;2023T2;71,8
24 León;Servicios;2023T1;69,3
24 León;Servicios;2022T4;73,0
24 León;Servicios;2022T3;72,7
24 León;Servicios;2022T2;71,2
24 León;Servicios;2022T1;71,0
24 León;Servicios;2021T4;72,1
24 León;Servicios;2021T3;73,6
24 León;Servicios;2021T2;69,5
24 León;Servicios;2021T1;71,4
24 León;Servicios;2020T4;71,3
24 León;Servicios;2020T3;69,7
24 León;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2025T4;6,4
24 León;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2025T3;4,3
24 León;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2025T2;3,3
24 León;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2025T1;4,2
24 León;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2024T4;4,9
24 León;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2024T3;5,6
24 León;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2024T2;6,7
24 León;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2024T1;5,7
24 León;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2023T4;5,7
24 León;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2023T3;5,3
24 León;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2023T2;5,7
24 León;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2023T1;6,9
24 León;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2022T4;5,5
24 León;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2022T3;5,9
24 León;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2022T2;7,0
24 León;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2022T1;8,0
24 León;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2021T4;7,2
24 León;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2021T3;5,7
24 León;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2021T2;9,3
24 León;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2021T1;7,5
24 León;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2020T4;6,7
24 León;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2020T3;7,2
25 Lleida;Servicios;2025T4;63,3
25 Lleida;Servicios;2025T3;62,9
25 Lleida;Servicios;2025T2;64,7
25 Lleida;Servicios;2025T1;66,7
25 Lleida;Servicios;2024T4;65,0
25 Lleida;Servicios;2024T3;65,2
25 Lleida;Servicios;2024T2;64,7
25 Lleida;Servicios;2024T1;64,0
25 Lleida;Servicios;2023T4;64,8
25 Lleida;Servicios;2023T3;64,2
25 Lleida;Servicios;2023T2;62,8
25 Lleida;Servicios;2023T1;64,6
25 Lleida;Servicios;2022T4;66,6
25 Lleida;Servicios;2022T3;65,0
25 Lleida;Servicios;2022T2;60,0
25 Lleida;Servicios;2022T1;63,8
25 Lleida;Servicios;2021T4;59,2
25 Lleida;Servicios;2021T3;64,0
25 Lleida;Servicios;2021T2;62,1
25 Lleida;Servicios;2021T1;63,1
25 Lleida;Servicios;2020T4;67,0
25 Lleida;Servicios;2020T3;67,0
25 Lleida;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2025T4;1,7
25 Lleida;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2025T3;3,3
25 Lleida;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2025T2;3,1
25 Lleida;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2025T1;1,7
25 Lleida;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2024T4;3,5
25 Lleida;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2024T3;4,6
25 Lleida;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2024T2;3,0
25 Lleida;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2024T1;3,8
25 Lleida;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2023T4;1,9
25 Lleida;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2023T3;3,8
25 Lleida;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2023T2;4,7
25 Lleida;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2023T1;4,4
25 Lleida;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2022T4;4,0
25 Lleida;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2022T3;4,3
25 Lleida;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2022T2;5,3
25 Lleida;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2022T1;3,8
25 Lleida;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2021T4;3,9
25 Lleida;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2021T3;4,4
25 Lleida;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2021T2;3,6
25 Lleida;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2021T1;4,1
25 Lleida;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2020T4;4,0
25 Lleida;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2020T3;4,6
27 Lugo;Servicios;2025T4;63,0
27 Lugo;Servicios;2025T3;65,7
27 Lugo;Servicios;2025T2;64,4
27 Lugo;Servicios;2025T1;61,7
27 Lugo;Servicios;2024T4;61,9
27 Lugo;Servicios;2024T3;63,1
27 Lugo;Servicios;2024T2;61,6
27 Lugo;Servicios;2024T1;63,6
27 Lugo;Servicios;2023T4;63,2
27 Lugo;Servicios;2023T3;65,0
27 Lugo;Servicios;2023T2;66,2
27 Lugo;Servicios;2023T1;63,9
27 Lugo;Servicios;2022T4;65,3
27 Lugo;Servicios;2022T3;64,3
27 Lugo;Servicios;2022T2;66,4
27 Lugo;Servicios;2022T1;67,1
27 Lugo;Servicios;2021T4;65,9
27 Lugo;Servicios;2021T3;67,9
27 Lugo;Servicios;2021T2;67,0
27 Lugo;Servicios;2021T1;67,6
27 Lugo;Servicios;2020T4;67,2
27 Lugo;Servicios;2020T3;66,0
27 Lugo;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2025T4;4,7
27 Lugo;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2025T3;1,6
27 Lugo;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2025T2;2,9
27 Lugo;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2025T1;3,4
27 Lugo;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2024T4;3,1
27 Lugo;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2024T3;3,2
27 Lugo;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2024T2;4,1
27 Lugo;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2024T1;3,4
27 Lugo;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2023T4;3,1
27 Lugo;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2023T3;4,2
27 Lugo;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2023T2;3,3
27 Lugo;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2023T1;3,9
27 Lugo;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2022T4;4,4
27 Lugo;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2022T3;4,0
27 Lugo;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2022T2;5,7
27 Lugo;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2022T1;5,0
27 Lugo;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2021T4;5,4
27 Lugo;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2021T3;4,7
27 Lugo;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2021T2;5,5
27 Lugo;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2021T1;4,2
27 Lugo;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2020T4;3,7
27 Lugo;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2020T3;3,4
28 Madrid;Servicios;2025T4;82,4
28 Madrid;Servicios;2025T3;81,3
28 Madrid;Servicios;2025T2;81,3
28 Madrid;Servicios;2025T1;81,8
28 Madrid;Servicios;2024T4;81,9
28 Madrid;Servicios;2024T3;80,8
28 Madrid;Servicios;2024T2;80,8
28 Madrid;Servicios;2024T1;81,5
28 Madrid;Servicios;2023T4;80,3
28 Madrid;Servicios;2023T3;79,8
28 Madrid;Servicios;2023T2;80,6
28 Madrid;Servicios;2023T1;79,7
28 Madrid;Servicios;2022T4;79,3
28 Madrid;Servicios;2022T3;79,2
28 Madrid;Servicios;2022T2;79,4
28 Madrid;Servicios;2022T1;80,0
28 Madrid;Servicios;2021T4;79,9
28 Madrid;Servicios;2021T3;79,8
28 Madrid;Servicios;2021T2;79,0
28 Madrid;Servicios;2021T1;79,9
28 Madrid;Servicios;2020T4;79,3
28 Madrid;Servicios;2020T3;80,0
28 Madrid;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2025T4;3,2
28 Madrid;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2025T3;3,6
28 Madrid;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2025T2;3,6
28 Madrid;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2025T1;4,1
28 Madrid;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2024T4;4,0
28 Madrid;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2024T3;4,4
28 Madrid;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2024T2;4,0
28 Madrid;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2024T1;3,9
28 Madrid;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2023T4;4,9
28 Madrid;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2023T3;5,5
28 Madrid;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2023T2;4,7
28 Madrid;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2023T1;5,6
28 Madrid;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2022T4;6,3
28 Madrid;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2022T3;6,2
28 Madrid;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2022T2;6,0
28 Madrid;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2022T1;6,4
28 Madrid;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2021T4;5,6
28 Madrid;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2021T3;6,4
28 Madrid;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2021T2;7,3
28 Madrid;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2021T1;5,9
28 Madrid;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2020T4;6,5
28 Madrid;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2020T3;5,4
29 Málaga;Servicios;2025T4;79,1
29 Málaga;Servicios;2025T3;79,1
29 Málaga;Servicios;2025T2;78,6
29 Málaga;Servicios;2025T1;77,1
29 Málaga;Servicios;2024T4;78,5
29 Málaga;Servicios;2024T3;78,1
29 Málaga;Servicios;2024T2;76,9
29 Málaga;Servicios;2024T1;78,0
29 Málaga;Servicios;2023T4;77,8
29 Málaga;Servicios;2023T3;78,7
29 Málaga;Servicios;2023T2;79,1
29 Málaga;Servicios;2023T1;77,8
29 Málaga;Servicios;2022T4;77,9
29 Málaga;Servicios;2022T3;74,6
29 Málaga;Servicios;2022T2;73,8
29 Málaga;Servicios;2022T1;71,3
29 Málaga;Servicios;2021T4;72,5
29 Málaga;Servicios;2021T3;73,9
29 Málaga;Servicios;2021T2;71,4
29 Málaga;Servicios;2021T1;75,8
29 Málaga;Servicios;2020T4;78,0
29 Málaga;Servicios;2020T3;76,0
29 Málaga;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2025T4;5,6
29 Málaga;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2025T3;6,5
29 Málaga;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2025T2;6,4
29 Málaga;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2025T1;6,3
29 Málaga;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2024T4;5,3
29 Málaga;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2024T3;5,6
29 Málaga;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2024T2;6,3
29 Málaga;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2024T1;6,6
29 Málaga;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2023T4;6,5
29 Málaga;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2023T3;8,0
29 Málaga;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2023T2;7,3
29 Málaga;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2023T1;7,2
29 Málaga;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2022T4;8,0
29 Málaga;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2022T3;8,2
29 Málaga;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2022T2;9,2
29 Málaga;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2022T1;10,9
29 Málaga;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2021T4;10,4
29 Málaga;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2021T3;10,2
29 Málaga;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2021T2;10,3
29 Málaga;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2021T1;9,6
29 Málaga;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2020T4;6,8
29 Málaga;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2020T3;8,1
30 Murcia;Servicios;2025T4;66,1
30 Murcia;Servicios;2025T3;64,1
30 Murcia;Servicios;2025T2;65,1
30 Murcia;Servicios;2025T1;65,8
30 Murcia;Servicios;2024T4;65,5
30 Murcia;Servicios;2024T3;66,6
30 Murcia;Servicios;2024T2;66,0
30 Murcia;Servicios;2024T1;66,8
30 Murcia;Servicios;2023T4;69,3
30 Murcia;Servicios;2023T3;66,8
30 Murcia;Servicios;2023T2;66,2
30 Murcia;Servicios;2023T1;64,9
30 Murcia;Servicios;2022T4;66,2
30 Murcia;Servicios;2022T3;65,3
30 Murcia;Servicios;2022T2;64,5
30 Murcia;Servicios;2022T1;64,2
30 Murcia;Servicios;2021T4;63,7
30 Murcia;Servicios;2021T3;63,5
30 Murcia;Servicios;2021T2;62,1
30 Murcia;Servicios;2021T1;62,9
30 Murcia;Servicios;2020T4;62,9
30 Murcia;Servicios;2020T3;62,9
30 Murcia;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2025T4;5,0
30 Murcia;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2025T3;5,7
30 Murcia;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2025T2;5,4
30 Murcia;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2025T1;5,7
30 Murcia;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2024T4;5,8
30 Murcia;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2024T3;5,1
30 Murcia;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2024T2;5,5
30 Murcia;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2024T1;5,6
30 Murcia;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2023T4;4,4
30 Murcia;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2023T3;5,4
30 Murcia;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2023T2;4,8
30 Murcia;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2023T1;5,7
30 Murcia;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2022T4;5,8
30 Murcia;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2022T3;6,6
30 Murcia;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2022T2;6,2
30 Murcia;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2022T1;6,3
30 Murcia;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2021T4;6,9
30 Murcia;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2021T3;8,0
30 Murcia;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2021T2;7,8
30 Murcia;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2021T1;7,7
30 Murcia;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2020T4;7,1
30 Murcia;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2020T3;7,3
31 Navarra;Servicios;2025T4;61,3
31 Navarra;Servicios;2025T3;60,9
31 Navarra;Servicios;2025T2;60,5
31 Navarra;Servicios;2025T1;60,3
31 Navarra;Servicios;2024T4;62,4
31 Navarra;Servicios;2024T3;62,1
31 Navarra;Servicios;2024T2;63,3
31 Navarra;Servicios;2024T1;62,7
31 Navarra;Servicios;2023T4;63,4
31 Navarra;Servicios;2023T3;62,4
31 Navarra;Servicios;2023T2;62,4
31 Navarra;Servicios;2023T1;61,5
31 Navarra;Servicios;2022T4;59,8
31 Navarra;Servicios;2022T3;61,5
31 Navarra;Servicios;2022T2;62,2
31 Navarra;Servicios;2022T1;61,4
31 Navarra;Servicios;2021T4;60,0
31 Navarra;Servicios;2021T3;58,3
31 Navarra;Servicios;2021T2;59,9
31 Navarra;Servicios;2021T1;60,7
31 Navarra;Servicios;2020T4;60,8
31 Navarra;Servicios;2020T3;60,3
31 Navarra;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2025T4;3,8
31 Navarra;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2025T3;3,5
31 Navarra;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2025T2;4,5
31 Navarra;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2025T1;3,2
31 Navarra;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2024T4;2,8
31 Navarra;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2024T3;3,8
31 Navarra;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2024T2;3,3
31 Navarra;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2024T1;3,3
31 Navarra;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2023T4;4,7
31 Navarra;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2023T3;4,5
31 Navarra;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2023T2;5,3
31 Navarra;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2023T1;5,1
31 Navarra;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2022T4;5,4
31 Navarra;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2022T3;4,9
31 Navarra;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2022T2;4,6
31 Navarra;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2022T1;4,8
31 Navarra;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2021T4;5,3
31 Navarra;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2021T3;6,0
31 Navarra;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2021T2;5,0
31 Navarra;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2021T1;4,7
31 Navarra;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2020T4;4,4
31 Navarra;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2020T3;4,2
32 Ourense;Servicios;2025T4;67,7
32 Ourense;Servicios;2025T3;65,3
32 Ourense;Servicios;2025T2;69,6
32 Ourense;Servicios;2025T1;68,3
32 Ourense;Servicios;2024T4;68,6
32 Ourense;Servicios;2024T3;66,8
32 Ourense;Servicios;2024T2;68,9
32 Ourense;Servicios;2024T1;70,3
32 Ourense;Servicios;2023T4;71,4
32 Ourense;Servicios;2023T3;71,3
32 Ourense;Servicios;2023T2;69,4
32 Ourense;Servicios;2023T1;71,4
32 Ourense;Servicios;2022T4;70,3
32 Ourense;Servicios;2022T3;69,3
32 Ourense;Servicios;2022T2;69,2
32 Ourense;Servicios;2022T1;67,2
32 Ourense;Servicios;2021T4;65,8
32 Ourense;Servicios;2021T3;66,5
32 Ourense;Servicios;2021T2;63,9
32 Ourense;Servicios;2021T1;66,5
32 Ourense;Servicios;2020T4;67,8
32 Ourense;Servicios;2020T3;66,4
32 Ourense;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2025T4;3,7
32 Ourense;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2025T3;3,6
32 Ourense;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2025T2;4,9
32 Ourense;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2025T1;5,3
32 Ourense;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2024T4;5,0
32 Ourense;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2024T3;5,3
32 Ourense;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2024T2;4,5
32 Ourense;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2024T1;4,7
32 Ourense;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2023T4;5,0
32 Ourense;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2023T3;4,0
32 Ourense;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2023T2;4,4
32 Ourense;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2023T1;5,5
32 Ourense;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2022T4;6,7
32 Ourense;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2022T3;5,9
32 Ourense;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2022T2;6,0
32 Ourense;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2022T1;6,8
32 Ourense;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2021T4;6,4
32 Ourense;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2021T3;5,0
32 Ourense;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2021T2;7,0
32 Ourense;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2021T1;6,1
32 Ourense;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2020T4;4,5
32 Ourense;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2020T3;6,3
34 Palencia;Servicios;2025T4;70,2
34 Palencia;Servicios;2025T3;68,3
34 Palencia;Servicios;2025T2;67,3
34 Palencia;Servicios;2025T1;68,7
34 Palencia;Servicios;2024T4;70,8
34 Palencia;Servicios;2024T3;69,6
34 Palencia;Servicios;2024T2;68,3
34 Palencia;Servicios;2024T1;64,9
34 Palencia;Servicios;2023T4;62,7
34 Palencia;Servicios;2023T3;61,3
34 Palencia;Servicios;2023T2;61,9
34 Palencia;Servicios;2023T1;63,9
34 Palencia;Servicios;2022T4;65,4
34 Palencia;Servicios;2022T3;62,9
34 Palencia;Servicios;2022T2;62,7
34 Palencia;Servicios;2022T1;64,9
34 Palencia;Servicios;2021T4;64,3
34 Palencia;Servicios;2021T3;63,9
34 Palencia;Servicios;2021T2;62,5
34 Palencia;Servicios;2021T1;61,7
34 Palencia;Servicios;2020T4;62,1
34 Palencia;Servicios;2020T3;63,6
34 Palencia;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2025T4;2,1
34 Palencia;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2025T3;3,1
34 Palencia;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2025T2;2,4
34 Palencia;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2025T1;4,9
34 Palencia;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2024T4;3,5
34 Palencia;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2024T3;1,9
34 Palencia;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2024T2;3,7
34 Palencia;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2024T1;4,0
34 Palencia;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2023T4;5,2
34 Palencia;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2023T3;3,3
34 Palencia;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2023T2;4,9
34 Palencia;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2023T1;4,2
34 Palencia;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2022T4;3,0
34 Palencia;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2022T3;4,1
34 Palencia;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2022T2;5,5
34 Palencia;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2022T1;4,8
34 Palencia;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2021T4;5,8
34 Palencia;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2021T3;4,1
34 Palencia;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2021T2;5,7
34 Palencia;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2021T1;5,1
34 Palencia;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2020T4;5,8
34 Palencia;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2020T3;4,5
35 Palmas, Las;Servicios;2025T4;80,2
35 Palmas, Las;Servicios;2025T3;80,2
35 Palmas, Las;Servicios;2025T2;81,3
35 Palmas, Las;Servicios;2025T1;77,5
35 Palmas, Las;Servicios;2024T4;79,3
35 Palmas, Las;Servicios;2024T3;78,0
35 Palmas, Las;Servicios;2024T2;78,9
35 Palmas, Las;Servicios;2024T1;77,9
35 Palmas, Las;Servicios;2023T4;80,2
35 Palmas, Las;Servicios;2023T3;79,9
35 Palmas, Las;Servicios;2023T2;80,0
35 Palmas, Las;Servicios;2023T1;80,5
35 Palmas, Las;Servicios;2022T4;80,5
35 Palmas, Las;Servicios;2022T3;78,8
35 Palmas, Las;Servicios;2022T2;76,9
35 Palmas, Las;Servicios;2022T1;73,3
35 Palmas, Las;Servicios;2021T4;74,8
35 Palmas, Las;Servicios;2021T3;71,2
35 Palmas, Las;Servicios;2021T2;71,5
35 Palmas, Las;Servicios;2021T1;72,1
35 Palmas, Las;Servicios;2020T4;75,7
35 Palmas, Las;Servicios;2020T3;77,2
