Operación	Total Nacional	Comunidades y Ciudades Autónomas	Residencia: Nivel 1	Residencia: Nivel 2	Viajeros y pernoctaciones	Periodo	Total
Encuesta de Ocupación Hotelera	Total Nacional	13 Madrid, Comunidad de	Total		Viajero	2020M09	223.533
Encuesta de Ocupación Hotelera	Total Nacional	13 Madrid, Comunidad de	Total		Viajero	2020M08	184.995
Encuesta de Ocupación Hotelera	Total Nacional	13 Madrid, Comunidad de	Total		Viajero	2020M07	210.634
Encuesta de Ocupación Hotelera	Total Nacional	13 Madrid, Comunidad de	Total		Viajero	2020M06	101.088
Encuesta de Ocupación Hotelera	Total Nacional	13 Madrid, Comunidad de	Total		Viajero	2020M05	14.942
Encuesta de Ocupación Hotelera	Total Nacional	13 Madrid, Comunidad de	Total		Viajero	2020M04	0
Encuesta de Ocupación Hotelera	Total Nacional	13 Madrid, Comunidad de	Total		Viajero	2020M03	337.077
Encuesta de Ocupación Hotelera	Total Nacional	14 Murcia, Región de	Total		Viajero	2026M01	80.291
Encuesta de Ocupación Hotelera	Total Nacional	14 Murcia, Región de	Total		Viajero	2025M12	97.240
Encuesta de Ocupación Hotelera	Total Nacional	14 Murcia, Región de	Total		Viajero	2025M11	113.391
Encuesta de Ocupación Hotelera	Total Nacional	14 Murcia, Región de	Total		Viajero	2025M10	130.900
Encuesta de Ocupación Hotelera	Total Nacional	14 Murcia, Región de	Total		Viajero	2025M09	141.549
Encuesta de Ocupación Hotelera	Total Nacional	14 Murcia, Región de	Total		Viajero	2025M08	178.479
Encuesta de Ocupación Hotelera	Total Nacional	14 Murcia, Región de	Total		Viajero	2025M07	162.708
Encuesta de Ocupación Hotelera	Total Nacional	14 Murcia, Región de	Total		Viajero	2025M06	148.579
Encuesta de Ocupación Hotelera	Total Nacional	14 Murcia, Región de	Total		Viajero	2025M05	140.207
Encuesta de Ocupación Hotelera	Total Nacional	14 Murcia, Región de	Total		Viajero	2025M04	131.322
Encuesta de Ocupación Hotelera	Total Nacional	14 Murcia, Región de	Total		Viajero	2025M03	110.868
Encuesta de Ocupación Hotelera	Total Nacional	14 Murcia, Región de	Total		Viajero	2025M02	100.792
Encuesta de Ocupación Hotelera	Total Nacional	14 Murcia, Región de	Total		Viajero	2025M01	82.756
Encuesta de Ocupación Hotelera	Total Nacional	14 Murcia, Región de	Total		Viajero	2024M12	95.159
Encuesta de Ocupación Hotelera	Total Nacional	14 Murcia, Región de	Total		Viajero	2024M11	103.454
Encuesta de Ocupación Hotelera	Total Nacional	14 Murcia, Región de	Total		Viajero	2024M10	134.359
Encuesta de Ocupación Hotelera	Total Nacional	14 Murcia, Región de	Total		Viajero	2024M09	139.084
Encuesta de Ocupación Hotelera	Total Nacional	14 Murcia, Región de	Total		Viajero	2024M08	167.884
Encuesta de Ocupación Hotelera	Total Nacional	14 Murcia, Región de	Total		Viajero	2024M07	164.923
Encuesta de Ocupación Hotelera	Total Nacional	14 Murcia, Región de	Total		Viajero	2024M06	141.772
Encuesta de Ocupación Hotelera	Total Nacional	14 Murcia, Región de	Total		Viajero	2024M05	135.415
Encuesta de Ocupación Hotelera	Total Nacional	14 Murcia, Región de	Total		Viajero	2024M04	122.343
Encuesta de Ocupación Hotelera	Total Nacional	14 Murcia, Región de	Total		Viajero	2024M03	118.517
Encuesta de Ocupación Hotelera	Total Nacional	14 Murcia, Región de	Total		Viajero	2024M02	97.915
Encuesta de Ocupación Hotelera	Total Nacional	14 Murcia, Región de	Total		Viajero	2024M01	74.429
Encuesta de Ocupación Hotelera	Total Nacional	14 Murcia, Región de	Total		Viajero	2023M12	88.991
Encuesta de Ocupación Hotelera	Total Nacional	14 Murcia, Región de	Total		Viajero	2023M11	94.440
Encuesta de Ocupación Hotelera	Total Nacional	14 Murcia, Región de	Total		Viajero	2023M10	119.938
Encuesta de Ocupación Hotelera	Total Nacional	14 Murcia, Región de	Total		Viajero	2023M09	138.654
Encuesta de Ocupación Hotelera	Total Nacional	14 Murcia, Región de	Total		Viajero	2023M08	161.880
Encuesta de Ocupación Hotelera	Total Nacional	14 Murcia, Región de	Total		Viajero	2023M07	155.598
Encuesta de Ocupación Hotelera	Total Nacional	14 Murcia, Región de	Total		Viajero	2023M06	133.969
Encuesta de Ocupación Hotelera	Total Nacional	14 Murcia, Región de	Total		Viajero	2023M05	118.882
Encuesta de Ocupación Hotelera	Total Nacional	14 Murcia, Región de	Total		Viajero	2023M04	129.523
Encuesta de Ocupación Hotelera	Total Nacional	14 Murcia, Región de	Total		Viajero	2023M03	103.120
Encuesta de Ocupación Hotelera	Total Nacional	14 Murcia, Región de	Total		Viajero	2023M02	85.942
Encuesta de Ocupación Hotelera	Total Nacional	14 Murcia, Región de	Total		Viajero	2023M01	72.304
Encuesta de Ocupación Hotelera	Total Nacional	14 Murcia, Región de	Total		Viajero	2022M12	81.362
Encuesta de Ocupación Hotelera	Total Nacional	14 Murcia, Región de	Total		Viajero	2022M11	86.478
Encuesta de Ocupación Hotelera	Total Nacional	14 Murcia, Región de	Total		Viajero	2022M10	114.295
Encuesta de Ocupación Hotelera	Total Nacional	14 Murcia, Región de	Total		Viajero	2022M09	130.782
Encuesta de Ocupación Hotelera	Total Nacional	14 Murcia, Región de	Total		Viajero	2022M08	165.738
Encuesta de Ocupación Hotelera	Total Nacional	14 Murcia, Región de	Total		Viajero	2022M07	154.415
Encuesta de Ocupación Hotelera	Total Nacional	14 Murcia, Región de	Total		Viajero	2022M06	127.522
Encuesta de Ocupación Hotelera	Total Nacional	14 Murcia, Región de	Total		Viajero	2022M05	116.088
Encuesta de Ocupación Hotelera	Total Nacional	14 Murcia, Región de	Total		Viajero	2022M04	122.045
Encuesta de Ocupación Hotelera	Total Nacional	14 Murcia, Región de	Total		Viajero	2022M03	82.864
Encuesta de Ocupación Hotelera	Total Nacional	14 Murcia, Región de	Total		Viajero	2022M02	75.577
Encuesta de Ocupación Hotelera	Total Nacional	14 Murcia, Región de	Total		Viajero	2022M01	50.713
Encuesta de Ocupación Hotelera	Total Nacional	14 Murcia, Región de	Total		Viajero	2021M12	67.353
Encuesta de Ocupación Hotelera	Total Nacional	14 Murcia, Región de	Total		Viajero	2021M11	79.125
Encuesta de Ocupación Hotelera	Total Nacional	14 Murcia, Región de	Total		Viajero	2021M10	104.080
Encuesta de Ocupación Hotelera	Total Nacional	14 Murcia, Región de	Total		Viajero	2021M09	104.700
Encuesta de Ocupación Hotelera	Total Nacional	14 Murcia, Región de	Total		Viajero	2021M08	136.106
Encuesta de Ocupación Hotelera	Total Nacional	14 Murcia, Región de	Total		Viajero	2021M07	118.383
Encuesta de Ocupación Hotelera	Total Nacional	14 Murcia, Región de	Total		Viajero	2021M06	91.660
Encuesta de Ocupación Hotelera	Total Nacional	14 Murcia, Región de	Total		Viajero	2021M05	60.627
Encuesta de Ocupación Hotelera	Total Nacional	14 Murcia, Región de	Total		Viajero	2021M04	44.937
Encuesta de Ocupación Hotelera	Total Nacional	14 Murcia, Región de	Total		Viajero	2021M03	41.004
Encuesta de Ocupación Hotelera	Total Nacional	14 Murcia, Región de	Total		Viajero	2021M02	27.575
Encuesta de Ocupación Hotelera	Total Nacional	14 Murcia, Región de	Total		Viajero	2021M01	21.771
Encuesta de Ocupación Hotelera	Total Nacional	14 Murcia, Región de	Total		Viajero	2020M12	29.320
Encuesta de Ocupación Hotelera	Total Nacional	14 Murcia, Región de	Total		Viajero	2020M11	22.505
Encuesta de Ocupación Hotelera	Total Nacional	14 Murcia, Región de	Total		Viajero	2020M10	45.909
Encuesta de Ocupación Hotelera	Total Nacional	14 Murcia, Región de	Total		Viajero	2020M09	54.275
Encuesta de Ocupación Hotelera	Total Nacional	14 Murcia, Región de	Total		Viajero	2020M08	82.273
Encuesta de Ocupación Hotelera	Total Nacional	14 Murcia, Región de	Total		Viajero	2020M07	71.097
Encuesta de Ocupación Hotelera	Total Nacional	14 Murcia, Región de	Total		Viajero	2020M06	27.502
Encuesta de Ocupación Hotelera	Total Nacional	14 Murcia, Región de	Total		Viajero	2020M05	4.876
Encuesta de Ocupación Hotelera	Total Nacional	14 Murcia, Región de	Total		Viajero	2020M04	0
Encuesta de Ocupación Hotelera	Total Nacional	14 Murcia, Región de	Total		Viajero	2020M03	42.382
Encuesta de Ocupación Hotelera	Total Nacional	15 Navarra, Comunidad Foral de	Total		Viajero	2026M01	51.993
Encuesta de Ocupación Hotelera	Total Nacional	15 Navarra, Comunidad Foral de	Total		Viajero	2025M12	61.333
Encuesta de Ocupación Hotelera	Total Nacional	15 Navarra, Comunidad Foral de	Total		Viajero	2025M11	75.974
Encuesta de Ocupación Hotelera	Total Nacional	15 Navarra, Comunidad Foral de	Total		Viajero	2025M10	109.186
Encuesta de Ocupación Hotelera	Total Nacional	15 Navarra, Comunidad Foral de	Total		Viajero	2025M09	122.347
Encuesta de Ocupación Hotelera	Total Nacional	15 Navarra, Comunidad Foral de	Total		Viajero	2025M08	134.811
Encuesta de Ocupación Hotelera	Total Nacional	15 Navarra, Comunidad Foral de	Total		Viajero	2025M07	106.982
Encuesta de Ocupación Hotelera	Total Nacional	15 Navarra, Comunidad Foral de	Total		Viajero	2025M06	106.583
Encuesta de Ocupación Hotelera	Total Nacional	15 Navarra, Comunidad Foral de	Total		Viajero	2025M05	119.088
Encuesta de Ocupación Hotelera	Total Nacional	15 Navarra, Comunidad Foral de	Total		Viajero	2025M04	101.696
Encuesta de Ocupación Hotelera	Total Nacional	15 Navarra, Comunidad Foral de	Total		Viajero	2025M03	78.176
Encuesta de Ocupación Hotelera	Total Nacional	15 Navarra, Comunidad Foral de	Total		Viajero	2025M02	55.332
Encuesta de Ocupación Hotelera	Total Nacional	15 Navarra, Comunidad Foral de	Total		Viajero	2025M01	48.856
Encuesta de Ocupación Hotelera	Total Nacional	15 Navarra, Comunidad Foral de	Total		Viajero	2024M12	67.369
Encuesta de Ocupación Hotelera	Total Nacional	15 Navarra, Comunidad Foral de	Total		Viajero	2024M11	74.562
Encuesta de Ocupación Hotelera	Total Nacional	15 Navarra, Comunidad Foral de	Total		Viajero	2024M10	100.296
Encuesta de Ocupación Hotelera	Total Nacional	15 Navarra, Comunidad Foral de	Total		Viajero	2024M09	111.756
Encuesta de Ocupación Hotelera	Total Nacional	15 Navarra, Comunidad Foral de	Total		Viajero	2024M08	126.963
Encuesta de Ocupación Hotelera	Total Nacional	15 Navarra, Comunidad Foral de	Total		Viajero	2024M07	105.287
Encuesta de Ocupación Hotelera	Total Nacional	15 Navarra, Comunidad Foral de	Total		Viajero	2024M06	98.258
Encuesta de Ocupación Hotelera	Total Nacional	15 Navarra, Comunidad Foral de	Total		Viajero	2024M05	108.646
Encuesta de Ocupación Hotelera	Total Nacional	15 Navarra, Comunidad Foral de	Total		Viajero	2024M04	92.264
Encuesta de Ocupación Hotelera	Total Nacional	15 Navarra, Comunidad Foral de	Total		Viajero	2024M03	79.429
Encuesta de Ocupación Hotelera	Total Nacional	15 Navarra, Comunidad Foral de	Total		Viajero	2024M02	54.293
Encuesta de Ocupación Hotelera	Total Nacional	15 Navarra, Comunidad Foral de	Total		Viajero	2024M01	46.096
Encuesta de Ocupación Hotelera	Total Nacional	15 Navarra, Comunidad Foral de	Total		Viajero	2023M12	64.173
Encuesta de Ocupación Hotelera	Total Nacional	15 Navarra, Comunidad Foral de	Total		Viajero	2023M11	69.818
Encuesta de Ocupación Hotelera	Total Nacional	15 Navarra, Comunidad Foral de	Total		Viajero	2023M10	98.392
Encuesta de Ocupación Hotelera	Total Nacional	15 Navarra, Comunidad Foral de	Total		Viajero	2023M09	113.808
Encuesta de Ocupación Hotelera	Total Nacional	15 Navarra, Comunidad Foral de	Total		Viajero	2023M08	124.639
Encuesta de Ocupación Hotelera	Total Nacional	15 Navarra, Comunidad Foral de	Total		Viajero	2023M07	106.277
Encuesta de Ocupación Hotelera	Total Nacional	15 Navarra, Comunidad Foral de	Total		Viajero	2023M06	98.721
Encuesta de Ocupación Hotelera	Total Nacional	15 Navarra, Comunidad Foral de	Total		Viajero	2023M05	102.577
Encuesta de Ocupación Hotelera	Total Nacional	15 Navarra, Comunidad Foral de	Total		Viajero	2023M04	101.629
Encuesta de Ocupación Hotelera	Total Nacional	15 Navarra, Comunidad Foral de	Total		Viajero	2023M03	72.200
Encuesta de Ocupación Hotelera	Total Nacional	15 Navarra, Comunidad Foral de	Total		Viajero	2023M02	53.345
Encuesta de Ocupación Hotelera	Total Nacional	15 Navarra, Comunidad Foral de	Total		Viajero	2023M01	44.635
Encuesta de Ocupación Hotelera	Total Nacional	15 Navarra, Comunidad Foral de	Total		Viajero	2022M12	56.963
Encuesta de Ocupación Hotelera	Total Nacional	15 Navarra, Comunidad Foral de	Total		Viajero	2022M11	66.873
Encuesta de Ocupación Hotelera	Total Nacional	15 Navarra, Comunidad Foral de	Total		Viajero	2022M10	99.414
Encuesta de Ocupación Hotelera	Total Nacional	15 Navarra, Comunidad Foral de	Total		Viajero	2022M09	108.043
Encuesta de Ocupación Hotelera	Total Nacional	15 Navarra, Comunidad Foral de	Total		Viajero	2022M08	131.170
Encuesta de Ocupación Hotelera	Total Nacional	15 Navarra, Comunidad Foral de	Total		Viajero	2022M07	104.218
Encuesta de Ocupación Hotelera	Total Nacional	15 Navarra, Comunidad Foral de	Total		Viajero	2022M06	96.192
Encuesta de Ocupación Hotelera	Total Nacional	15 Navarra, Comunidad Foral de	Total		Viajero	2022M05	94.598
Encuesta de Ocupación Hotelera	Total Nacional	15 Navarra, Comunidad Foral de	Total		Viajero	2022M04	91.767
Encuesta de Ocupación Hotelera	Total Nacional	15 Navarra, Comunidad Foral de	Total		Viajero	2022M03	63.314
Encuesta de Ocupación Hotelera	Total Nacional	15 Navarra, Comunidad Foral de	Total		Viajero	2022M02	51.971
Encuesta de Ocupación Hotelera	Total Nacional	15 Navarra, Comunidad Foral de	Total		Viajero	2022M01	36.535
Encuesta de Ocupación Hotelera	Total Nacional	15 Navarra, Comunidad Foral de	Total		Viajero	2021M12	46.771
Encuesta de Ocupación Hotelera	Total Nacional	15 Navarra, Comunidad Foral de	Total		Viajero	2021M11	61.101
Encuesta de Ocupación Hotelera	Total Nacional	15 Navarra, Comunidad Foral de	Total		Viajero	2021M10	94.672
Encuesta de Ocupación Hotelera	Total Nacional	15 Navarra, Comunidad Foral de	Total		Viajero	2021M09	93.765
Encuesta de Ocupación Hotelera	Total Nacional	15 Navarra, Comunidad Foral de	Total		Viajero	2021M08	119.846
Encuesta de Ocupación Hotelera	Total Nacional	15 Navarra, Comunidad Foral de	Total		Viajero	2021M07	82.225
Encuesta de Ocupación Hotelera	Total Nacional	15 Navarra, Comunidad Foral de	Total		Viajero	2021M06	55.582
Encuesta de Ocupación Hotelera	Total Nacional	15 Navarra, Comunidad Foral de	Total		Viajero	2021M05	45.337
Encuesta de Ocupación Hotelera	Total Nacional	15 Navarra, Comunidad Foral de	Total		Viajero	2021M04	32.225
Encuesta de Ocupación Hotelera	Total Nacional	15 Navarra, Comunidad Foral de	Total		Viajero	2021M03	30.178
Encuesta de Ocupación Hotelera	Total Nacional	15 Navarra, Comunidad Foral de	Total		Viajero	2021M02	26.215
Encuesta de Ocupación Hotelera	Total Nacional	15 Navarra, Comunidad Foral de	Total		Viajero	2021M01	21.512
Encuesta de Ocupación Hotelera	Total Nacional	15 Navarra, Comunidad Foral de	Total		Viajero	2020M12	20.815
Encuesta de Ocupación Hotelera	Total Nacional	15 Navarra, Comunidad Foral de	Total		Viajero	2020M11	17.649
Encuesta de Ocupación Hotelera	Total Nacional	15 Navarra, Comunidad Foral de	Total		Viajero	2020M10	34.247
Encuesta de Ocupación Hotelera	Total Nacional	15 Navarra, Comunidad Foral de	Total		Viajero	2020M09	46.994
Encuesta de Ocupación Hotelera	Total Nacional	15 Navarra, Comunidad Foral de	Total		Viajero	2020M08	69.162
Encuesta de Ocupación Hotelera	Total Nacional	15 Navarra, Comunidad Foral de	Total		Viajero	2020M07	56.735
Encuesta de Ocupación Hotelera	Total Nacional	15 Navarra, Comunidad Foral de	Total		Viajero	2020M06	18.918
Encuesta de Ocupación Hotelera	Total Nacional	15 Navarra, Comunidad Foral de	Total		Viajero	2020M05	2.489
Encuesta de Ocupación Hotelera	Total Nacional	15 Navarra, Comunidad Foral de	Total		Viajero	2020M04	0
Encuesta de Ocupación Hotelera	Total Nacional	15 Navarra, Comunidad Foral de	Total		Viajero	2020M03	28.647
Encuesta de Ocupación Hotelera	Total Nacional	16 País Vasco	Total		Viajero	2026M01	209.866
Encuesta de Ocupación Hotelera	Total Nacional	16 País Vasco	Total		Viajero	2025M12	259.757
Encuesta de Ocupación Hotelera	Total Nacional	16 País Vasco	Total		Viajero	2025M11	277.301
Encuesta de Ocupación Hotelera	Total Nacional	16 País Vasco	Total		Viajero	2025M10	364.709
Encuesta de Ocupación Hotelera	Total Nacional	16 País Vasco	Total		Viajero	2025M09	383.963
Encuesta de Ocupación Hotelera	Total Nacional	16 País Vasco	Total		Viajero	2025M08	425.317
Encuesta de Ocupación Hotelera	Total Nacional	16 País Vasco	Total		Viajero	2025M07	398.017
Encuesta de Ocupación Hotelera	Total Nacional	16 País Vasco	Total		Viajero	2025M06	364.678
Encuesta de Ocupación Hotelera	Total Nacional	16 País Vasco	Total		Viajero	2025M05	375.042
Encuesta de Ocupación Hotelera	Total Nacional	16 País Vasco	Total		Viajero	2025M04	341.239
Encuesta de Ocupación Hotelera	Total Nacional	16 País Vasco	Total		Viajero	2025M03	276.292
Encuesta de Ocupación Hotelera	Total Nacional	16 País Vasco	Total		Viajero	2025M02	230.365
Encuesta de Ocupación Hotelera	Total Nacional	16 País Vasco	Total		Viajero	2025M01	207.562
Encuesta de Ocupación Hotelera	Total Nacional	16 País Vasco	Total		Viajero	2024M12	250.413
Encuesta de Ocupación Hotelera	Total Nacional	16 País Vasco	Total		Viajero	2024M11	279.684
Encuesta de Ocupación Hotelera	Total Nacional	16 País Vasco	Total		Viajero	2024M10	349.123
Encuesta de Ocupación Hotelera	Total Nacional	16 País Vasco	Total		Viajero	2024M09	370.460
Encuesta de Ocupación Hotelera	Total Nacional	16 País Vasco	Total		Viajero	2024M08	421.161
Encuesta de Ocupación Hotelera	Total Nacional	16 País Vasco	Total		Viajero	2024M07	372.427
Encuesta de Ocupación Hotelera	Total Nacional	16 País Vasco	Total		Viajero	2024M06	328.747
Encuesta de Ocupación Hotelera	Total Nacional	16 País Vasco	Total		Viajero	2024M05	345.992
Encuesta de Ocupación Hotelera	Total Nacional	16 País Vasco	Total		Viajero	2024M04	310.484
Encuesta de Ocupación Hotelera	Total Nacional	16 País Vasco	Total		Viajero	2024M03	297.060
Encuesta de Ocupación Hotelera	Total Nacional	16 País Vasco	Total		Viajero	2024M02	220.417
Encuesta de Ocupación Hotelera	Total Nacional	16 País Vasco	Total		Viajero	2024M01	200.788
Encuesta de Ocupación Hotelera	Total Nacional	16 País Vasco	Total		Viajero	2023M12	241.437
Encuesta de Ocupación Hotelera	Total Nacional	16 País Vasco	Total		Viajero	2023M11	249.941
Encuesta de Ocupación Hotelera	Total Nacional	16 País Vasco	Total		Viajero	2023M10	333.615
Encuesta de Ocupación Hotelera	Total Nacional	16 País Vasco	Total		Viajero	2023M09	358.215
Encuesta de Ocupación Hotelera	Total Nacional	16 País Vasco	Total		Viajero	2023M08	403.073
Encuesta de Ocupación Hotelera	Total Nacional	16 País Vasco	Total		Viajero	2023M07	378.690
Encuesta de Ocupación Hotelera	Total Nacional	16 País Vasco	Total		Viajero	2023M06	320.834
Encuesta de Ocupación Hotelera	Total Nacional	16 País Vasco	Total		Viajero	2023M05	322.322
Encuesta de Ocupación Hotelera	Total Nacional	16 País Vasco	Total		Viajero	2023M04	316.309
Encuesta de Ocupación Hotelera	Total Nacional	16 País Vasco	Total		Viajero	2023M03	251.571
Encuesta de Ocupación Hotelera	Total Nacional	16 País Vasco	Total		Viajero	2023M02	208.182
Encuesta de Ocupación Hotelera	Total Nacional	16 País Vasco	Total		Viajero	2023M01	188.713
Encuesta de Ocupación Hotelera	Total Nacional	16 País Vasco	Total		Viajero	2022M12	217.849
Encuesta de Ocupación Hotelera	Total Nacional	16 País Vasco	Total		Viajero	2022M11	231.780
Encuesta de Ocupación Hotelera	Total Nacional	16 País Vasco	Total		Viajero	2022M10	302.414
